"","Date","File","Weight","WeightChange","Trials","Hit","FA","Thresholds","Phase","ID","Genotype","Frequency","Intensity","Duration","BG_Type","BG_Intensity","Condition","Sex","BBN_TH","4_TH","8_TH","16_TH","32_TH"
"107",2022-04-18,"4-32kHz_30-90dB_50ms_16s_TR100ms",255,-0.0957446808510638,239,0.958,0.111,"47, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,47,NA,NA,NA
"108",2022-04-20,"4-32kHz_MIXdB_50ms_16s",241,-0.145390070921986,236,0.915,0.183,"16, NA, 6, -5","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,16,NA,6,-5
"109",2022-04-21,"4-32kHz_MIXdB_50ms_16s",245,-0.131205673758865,287,0.876,0.279,"13, 30, 20, -1","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,13,30,20,-1
"110",2022-04-22,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_50dB",246,-0.127659574468085,288,0.921,0.124,"34, 35, 33, NA","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,34,35,33,NA
"111",2022-04-23,"BBN_30-90dB_50ms_20s_TR100ms",249,-0.117021276595745,247,0.983,0.068,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"112",2022-04-25,"4-32kHz_30-90dB_50ms_16s_TR100ms",245,-0.131205673758865,230,0.981,0.145,"41, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,41,NA,NA,NA
"113",2022-04-26,"4-32kHz_MIXdB_50ms_16s",247,-0.124113475177305,277,0.871,0.313,"41, 21, 21, 11","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,41,21,21,11
"114",2022-04-27,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",240,-0.148936170212766,277,0.845,0.361,"36, 46, 36, 26","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,36,46,36,26
"115",2022-04-28,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",248,-0.120567375886525,289,0.915,0.273,"26, 45, 18, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,26,45,18,NA
"116",2022-04-29,"BBN_30-90dB_50ms_20s_TR100ms",251,-0.109929078014184,240,0.994,0.111,"N/A","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"117",2022-04-30,"BBN_15-45dB_50ms_20s_TR100ms",247,-0.124113475177305,189,0.835,0.214,"N/A","Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"118",2022-05-02,"4-32kHz_30-90dB_50ms_16s_TR100ms",242,-0.141843971631206,218,0.967,0.167,"NA, 32, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,32,NA,NA
"119",2022-05-03,"4-32kHz_MIX5stepdB_50ms_16s",246,-0.127659574468085,294,0.938,0.186,"32, 30, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,32,30,NA,NA
"120",2022-05-04,"4-32kHz_MIX5stepdB_50ms_16s",246,-0.127659574468085,255,0.883,0.276,"27, NA, 15, 0","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,27,NA,15,0
"121",2022-05-05,"4-32kHz_MIX5stepdB_50ms_16s",247,-0.124113475177305,296,0.889,0.236,"29, NA, NA, 2","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,29,NA,NA,2
"122",2022-05-06,"BBN_30-90dB_50ms_16s_TR100ms",249,-0.117021276595745,277,1,0.217,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"123",2022-05-07,"BBN_20-50dB_50ms_20s_TR100ms",251,-0.109929078014184,288,0.946,0.221,"NA","Thresholding, BBN","Orange 5","TTS Noise","BBN","20-50dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"124",2022-05-10,"4-32kHz_30-90dB_50ms_16s_TR100ms",256,-0.0921985815602837,232,0.975,0.101,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"125",2022-05-13,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",258,-0.0851063829787234,302,0.91,0.231,"39, 31, 20, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,39,31,20,NA
"126",2022-05-14,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",257,-0.0886524822695035,299,0.857,0.292,"30, 30, NA, 15","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,30,30,NA,15
"127",2022-05-17,"4-32kHz_30-90dB_50ms_16s_TR100ms",256,-0.0921985815602837,270,0.995,0.232,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"128",2022-05-18,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",256,-0.0921985815602837,301,0.938,0.4,"26, NA, 12, 11","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,26,NA,12,11
"129",2022-05-19,"4-32kHz_30-90dB_50ms_16s_TR100ms",258,-0.0851063829787234,288,0.985,0.253,"33, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,33,NA,NA,NA
"130",2022-05-20,"4-32kHz_30-90dB_50ms_16s_TR100ms",259,-0.0815602836879433,302,0.957,0.209,"47, 32, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,47,32,NA,NA
"131",2022-05-21,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",259,-0.0815602836879433,308,0.912,0.315,"31, 41, 41, 31","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Female",NA,31,41,41,31
"132",2022-05-24,"4-32kHz_30-90dB_50ms_16s_TR100ms",259,-0.0815602836879433,245,0.982,0.1621,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"133",2022-05-25,"4-32kHz_MIXdB_50ms_16s",258,-0.0851063829787234,271,0.868,0.259,"21, 23, 15, 1","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,21,23,15,1
"134",2022-05-26,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",261,-0.074468085106383,285,0.895,0.235,"35, 39, 40, 39","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Female",NA,35,39,40,39
"135",2022-05-27,"BBN_30-90dB_50ms_16s_TR100ms",260,-0.0780141843971631,243,0.994,0.082,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"136",2022-05-28,"BBN_15-45dB_50ms_16s_TR100ms",259,-0.0815602836879433,255,0.793,0.263,"25.580421223924809","Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Female",26,NA,NA,NA,NA
"137",2022-05-31,"4-32kHz_30-90dB_50ms_16s_TR100ms",264,-0.0638297872340425,270,0.984,0.253,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"138",2022-06-01,"4-32kHz_30-90dB_50ms_16s_TR100ms",265,-0.0602836879432624,311,0.986,0.151,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"139",2022-06-02,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",273,-0.0319148936170213,313,0.977,0.116,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Baseline","Female",NA,NA,NA,NA,NA
"140",2022-06-03,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",268,-0.049645390070922,319,0.906,0.232,"NA, 35, 37, 34","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Female",NA,NA,35,37,34
"141",2022-06-04,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",276,-0.0212765957446809,320,0.987,0.115,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Baseline","Female",NA,NA,NA,NA,NA
"142",2022-06-06,"4-32kHz_30-90dB_50ms_16s_TR100ms",274,-0.0283687943262411,280,0.995,0.119,"NA, NA, NA, NA","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"143",2022-06-07,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",273,-0.0319148936170213,317,0.941,0.242,"NA, 35, 34, NA","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Female",NA,NA,35,34,NA
"144",2022-06-08,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",274,-0.0283687943262411,307,1,0.141,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Baseline","Female",NA,NA,NA,NA,NA
"145",2022-06-09,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",275,-0.024822695035461,279,0.974,0.157,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Baseline","Female",NA,NA,NA,NA,NA
"146",2022-06-10,"4-32kHz_30-90dB_50ms_16s_TR100ms",278,-0.0141843971631206,211,0.986,0.206,"NA, NA, NA, NA","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"147",2022-06-11,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",280,-0.00709219858156028,293,0.917,0.307,"NA, 36, 36, 34","Reaction time, WN","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Female",NA,NA,36,36,34
"148",2022-06-13,"4-32kHz_30-90dB_50ms_16s_TR100ms",276,-0.0212765957446809,240,0.982,0.208,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"149",2022-06-14,"4-32kHz_30-90dB_50ms_16s_TR100ms",279,-0.0106382978723404,300,0.981,0.167,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"150",2022-06-15,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",282,0,321,0.991,0.056,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Baseline","Female",NA,NA,NA,NA,NA
"151",2022-06-16,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",277,-0.0177304964539007,266,0.877,0.456,"29, 38, 38, 38","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Baseline","Female",NA,29,38,38,38
"152",2022-06-17,"4-32kHz_30-90dB_50ms_16s_TR100ms",279,-0.0106382978723404,286,0.98,0.093,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"153",2022-06-18,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",278,-0.0141843971631206,253,0.944,0.25,"30, 40, 36, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Baseline","Female",NA,30,40,36,NA
"154",2022-06-20,"4-32kHz_30-90dB_50ms_16s_TR100ms",274,-0.0283687943262411,247,0.971,0.216,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"155",2022-06-21,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",276,-0.0212765957446809,269,0.925,0.378,"27, 38, 36, 36","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Baseline","Female",NA,27,38,36,36
"156",2022-06-22,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",273,-0.0319148936170213,294,0.942,0.33,"28, 38, 36, 36","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Baseline","Female",NA,28,38,36,36
"157",2022-06-23,"4-32kHz_30-90dB_50ms_16s_TR100ms",276,-0.0212765957446809,254,0.977,0.179,"46, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,46,NA,NA,NA
"158",2022-06-24,"4-32kHz_MIXdB_50ms_16s",273,-0.0319148936170213,242,0.805,0.384,"16, 12, 22, 56","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery","Female",NA,16,12,22,56
"159",2022-06-27,"4-32kHz_30-90dB_50ms_16s_TR100ms",273,-0.0319148936170213,247,0.977,0.178,"NA, NA, NA, NA","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery","Female",NA,NA,NA,NA,NA
"160",2022-06-28,"4-32kHz_MIXdB_50ms_16s",267,-0.0531914893617021,255,0.883,0.307,"21, 16, 11, 1","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery","Female",NA,21,16,11,1
"161",2022-06-29,"4-32kHz_MIX5stepdB_50ms_16s",272,-0.0354609929078014,260,0.923,0.416,"26, 36, NA, 1","Thresholding, tones, recovery","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Recovery","Female",NA,26,36,NA,1
"162",2022-07-01,"4-32kHz_30-90dB_50ms_16s_TR100ms",268,-0.049645390070922,240,0.988,0.181,"NA, NA, NA, NA","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery","Female",NA,NA,NA,NA,NA
"163",2022-07-02,"4-32kHz_MIXdB_50ms_16s",262,-0.0709219858156028,247,0.919,0.5,"16, 24, 16, -4","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery","Female",NA,16,24,16,-4
"164",2022-07-05,"4-32kHz_30-90dB_50ms_16s_TR100ms",275,-0.024822695035461,128,0.978,0.282,"NA, NA, NA, NA","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery","Female",NA,NA,NA,NA,NA
"165",2022-07-06,"4-32kHz_MIXdB_50ms_16s",265,-0.0602836879432624,217,0.908,0.385,"16, 16, 15, -7","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery","Female",NA,16,16,15,-7
"166",2022-07-07,"4-32kHz_30-90dB_50ms_16s_TR100ms",267,-0.0531914893617021,244,0.994,0.338,"42, NA, NA, NA","Suprathreshold, recovery","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery","Female",NA,42,NA,NA,NA
"167",2022-07-08,"4-32kHz_MIXdB_50ms_16s",263,-0.0673758865248227,269,0.916,0.456,"24, 15, 14, 4","Thresholding, tones, recovery","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery","Female",NA,24,15,14,4
"168",2022-07-11,"4-32kHz_30-90dB_50ms_16s_TR100ms",272,-0.0354609929078014,238,0.988,0.268,"40, NA, NA, NA","Suprathreshold, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,40,NA,NA,NA
"169",2022-07-12,"4-32kHz_MIXdB_50ms_16s",260,-0.0780141843971631,240,0.833,0.583,"46, 38, 17, -3","Suprathreshold, post-HL","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Female",NA,46,38,17,-3
"170",2022-07-13,"4-32kHz_30-90dB_50ms_16s_TR100ms",259,-0.0815602836879433,114,0.823,0.657,"38, NA, 58, 68","Reaction time, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,38,NA,58,68
"171",2022-07-14,"4-32kHz_30-90dB_50ms_16s_TR100ms",258,-0.0851063829787234,245,0.959,0.378,"52, 42, NA, NA","Reaction time, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,52,42,NA,NA
"172",2022-07-15,"BBN_30-90dB_50ms_16s_TR100ms",256,-0.0921985815602837,266,1,0.338,"NA","BBN reaction time, post-HL","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"173",2022-07-16,"BBN_30-90dB_50ms_20s_TR100ms",257,-0.0886524822695035,253,0.994,0.24,"NA","BBN reaction time, post-HL","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"174",2022-07-18,"4-32kHz_30-90dB_50ms_16s_TR100ms",262,-0.0709219858156028,261,0.984,0.231,"NA, NA, NA, NA","Suprathreshold, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"175",2022-07-19,"4-32kHz_MIXdB_50ms_16s",257,-0.0886524822695035,236,0.886,0.429,"17, 17, 15, -7","Suprathreshold, post-HL","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Female",NA,17,17,15,-7
"176",2022-07-20,"4-32kHz_30-90dB_50ms_16s_TR100ms",255,-0.0957446808510638,245,0.988,0.27,"60, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,60,NA,NA,NA
"177",2022-07-21,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",256,-0.0921985815602837,253,0.983,0.286,"41, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Post HHL","Female",NA,41,NA,NA,NA
"178",2022-07-22,"4-32kHz_30-90dB_50ms_16s_TR100ms",258,-0.0851063829787234,270,0.979,0.185,"NA, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"179",2022-07-23,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_50dB",254,-0.099290780141844,276,0.948,0.463,"36, 36, 37, 35","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Female",NA,36,36,37,35
"180",2022-07-25,"4-32kHz_30-90dB_50ms_16s_TR100ms",254,-0.099290780141844,263,0.989,0.316,"NA, 31, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,31,NA,NA
"181",2022-07-26,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",253,-0.102836879432624,196,0.92,0.466,"33, 38, 38, 37","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Post HHL","Female",NA,33,38,38,37
"182",2022-07-27,"4-32kHz_30-90dB_50ms_16s_TR100ms",253,-0.102836879432624,255,0.983,0.289,"61, NA, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,61,NA,NA,NA
"183",2022-07-28,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",252,-0.106382978723404,241,0.929,0.444,"23, 32, 13, 8","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Female",NA,23,32,13,8
"184",2022-07-29,"4-32kHz_30-90dB_50ms_16s_TR100ms",251,-0.109929078014184,275,0.974,0.195,"47, NA, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,47,NA,NA,NA
"185",2022-07-30,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",248,-0.120567375886525,190,0.873,0.518,"37, 43, 39, 32","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Female",NA,37,43,39,32
"186",2022-08-01,"4-32kHz_30-90dB_50ms_16s_TR100ms",257,-0.0886524822695035,263,0.995,0.228,"NA, NA, NA, NA","Reaction time, WN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"187",2022-08-02,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_WN_50dB",253,-0.102836879432624,284,0.93,0.306,"31, 41, 35, NA","Reaction time, WN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Post HHL","Female",NA,31,41,35,NA
"188",2022-08-03,"4-32kHz_30-90dB_50ms_16s_TR100ms",253,-0.102836879432624,272,0.979,0.28,"NA, 41, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,41,NA,NA
"189",2022-08-04,"4-32kHz_MIX5stepdB_50ms_16s_BG_WN_50dB",253,-0.102836879432624,241,0.953,0.486,"27, 38, 38, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","WN","50","Post HHL","Female",NA,27,38,38,NA
"190",2022-08-05,"BBN_30-90dB_50ms_16s_TR100ms",257,-0.0886524822695035,263,1,0.329,"NA","BBN reaction time, post-HL","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"191",2022-08-08,"4-32kHz_30-90dB_50ms_16s_TR100ms",253,-0.102836879432624,247,0.971,0.216,"NA, NA, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"192",2022-08-09,"4-32kHz_30-60dB_50ms_16s_TR100ms_BG_PNK_50dB",251,-0.109929078014184,245,0.912,0.365,"33, 38, 36, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-60dB","50ms","PNK","50","Post HHL","Female",NA,33,38,36,NA
"193",2022-08-10,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",250,-0.113475177304965,262,0.908,0.429,"21, 31, 23, 12","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Female",NA,21,31,23,12
"194",2022-08-11,"4-32kHz_30-90dB_50ms_16s_TR100ms",249,-0.117021276595745,295,0.986,0.195,"NA, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"195",2022-08-12,"BBN_30-90dB_50ms_16s_TR100ms",249,-0.117021276595745,310,1,0.215,"NA","BBN reaction time, post-HL","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"196",2022-08-13,"BBN_15-45dB_50ms_16s_TR100ms",248,-0.120567375886525,247,0.873,0.405,"24.882268541097659","Thresholding, BBN, post-HL","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Post HHL","Female",25,NA,NA,NA,NA
"197",2022-08-16,"4-32kHz_30-90dB_50ms_16s_TR100ms",257,-0.0886524822695035,219,0.993,0.209,"NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"198",2022-08-17,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",248,-0.120567375886525,209,0.918,0.508,"33, 33, 37, 28","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Female",NA,33,33,37,28
"199",2022-08-18,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_30dB",249,-0.117021276595745,273,0.995,0.143,"NA, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Post HHL","Female",NA,NA,NA,NA,NA
"200",2022-08-19,"4-32kHz_30-90dB_50ms_16s_TR100ms",250,-0.113475177304965,303,0.981,0.144,"NA, NA, NA, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"201",2022-08-20,"4-32kHz_30-90dB_50ms_16s_TR100ms_BG_PNK_50dB",249,-0.117021276595745,289,0.921,0.264,"34, 43, 40, NA","Reaction time, PKN, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Female",NA,34,43,40,NA
"202",2022-08-22,"4-32kHz_30-90dB_50ms_16s_TR100ms",257,-0.0886524822695035,301,0.995,0.132,"NA, NA, NA, NA","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Female",NA,NA,NA,NA,NA
"203",2022-08-23,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",251,-0.109929078014184,240,0.911,0.528,"32, 43, 33, 27","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Female",NA,32,43,33,27
"204",2022-08-24,"4-32kHz_30-60dB_50ms_16s_TR100ms_BG_WN_50dB",252,-0.106382978723404,303,0.91,0.239,"32, 42, 33, 34","Thresholding, BG, post-HL","Orange 5","TTS Noise","4-32kHz","30-60dB","50ms","WN","50","Post HHL","Female",NA,32,42,33,34
